,Solar,Wind,Waste,Biogas,Sewage_gas,Biomass_1_crops,Biomass_2_waste
2020-01-14 18:00:00,114.85633336058002,40319.655,,,,,
2020-01-14 19:00:00,74.60967267891628,33493.952,,,,,
2020-01-14 20:00:00,43.63640907597377,41672.429,,,,,
2020-01-14 21:00:00,22.832390655961355,48157.162,,,,,
2020-01-14 22:00:00,20.04900233218572,40355.872,,,,,
2020-01-14 23:00:00,17.737010063244885,40534.066999999995,,,,,
2020-01-15 00:00:00,15.511090053867008,43632.97,,,,,
2020-01-15 01:00:00,17.87980758920534,37074.135,,,,,
2020-01-15 02:00:00,16.17026248112466,35952.717,,,,,
2020-01-15 03:00:00,18.36880790616205,43269.638999999996,,,,,
2020-01-15 04:00:00,17.476871328033,47279.652,,,,,
2020-01-15 05:00:00,24.379599802193997,43592.227,,,,,
2020-01-15 06:00:00,88.97849767344391,41348.375,,,,,
2020-01-15 07:00:00,64.41698975334201,33659.231999999996,,,,,
2020-01-15 08:00:00,10651.751116175576,34596.928,,,,,
2020-01-15 09:00:00,167691.4351650307,34742.466,,,,,
2020-01-15 10:00:00,442525.66424110846,37200.741,,,,,
2020-01-15 11:00:00,671845.3438238922,32579.715,,,,,
2020-01-15 12:00:00,782151.697901473,20785.036,,,,,
2020-01-15 13:00:00,756782.6978899768,25020.6,,,,,
2020-01-15 14:00:00,593204.7079631694,30986.558,,,,,
2020-01-15 15:00:00,341795.84151477506,27301.505,,,,,
2020-01-15 16:00:00,111829.19886464736,29477.650999999998,,,,,
2020-01-15 17:00:00,4188.954711166595,29326.754,,,,,
2020-01-15 18:00:00,155.17349257924053,33367.141,,,,,
2020-01-15 19:00:00,82.50217747566917,34030.359,,,,,
2020-01-15 20:00:00,53.87023091721958,38296.568,,,,,
2020-01-15 21:00:00,44.01394052864003,41074.621,,,,,
2020-01-15 22:00:00,26.204548985076457,29897.981,,,,,
2020-01-15 23:00:00,17.760491511867897,20613.351,,,,,
2020-01-16 00:00:00,17.00938624484263,15185.54,,,,,
2020-01-16 01:00:00,15.026001050239314,11344.582,,,,,
2020-01-16 02:00:00,17.96782682211642,9089.578000000001,,,,,
2020-01-16 03:00:00,18.443135108397097,8476.630000000001,,,,,
2020-01-16 04:00:00,15.532605355369748,9103.95,,,,,
2020-01-16 05:00:00,24.831434956103635,5179.127,,,,,
2020-01-16 06:00:00,92.38780364565916,3963.294,,,,,
2020-01-16 07:00:00,155.24194550303875,4248.739,,,,,
2020-01-16 08:00:00,14602.106254925255,4511.139,,,,,
2020-01-16 09:00:00,161982.35490282273,4270.488,,,,,
2020-01-16 10:00:00,404862.514606818,4664.169,,,,,
2020-01-16 11:00:00,653095.5316828673,4509.482,,,,,
2020-01-16 12:00:00,786499.6061888417,6013.194,,,,,
2020-01-16 13:00:00,773446.4650908664,7100.143,,,,,
2020-01-16 14:00:00,624017.5770930627,6955.066,,,,,
2020-01-16 15:00:00,371505.74289185926,6626.24,,,,,
2020-01-16 16:00:00,113270.91134766456,3618.875,,,,,
2020-01-16 17:00:00,4427.927006963681,2227.993,,,,,
2020-01-16 18:00:00,133.6437804943506,4848.254,,,,,
2020-01-16 19:00:00,101.09200888824766,18638.572,,,,,
2020-01-16 20:00:00,65.26784731116707,34062.812999999995,,,,,
2020-01-16 21:00:00,57.672694736566804,27788.09,,,,,
2020-01-16 22:00:00,28.137076947109158,23420.746,,,,,
2020-01-16 23:00:00,17.00938624484263,30951.656,,,,,
2020-01-17 00:00:00,19.413268346370952,41231.933000000005,,,,,
2020-01-17 01:00:00,16.264113481115814,44810.754,,,,,
2020-01-17 02:00:00,18.09492649594737,41201.119999999995,,,,,
2020-01-17 03:00:00,16.976096320216975,46718.088,,,,,
2020-01-17 04:00:00,18.673901551919744,43151.047999999995,,,,,
2020-01-17 05:00:00,32.09203967344163,44197.663,,,,,
2020-01-17 06:00:00,61.22856816588916,45408.156,,,,,
2020-01-17 07:00:00,98.60766721870012,43356.634,,,,,
2020-01-17 08:00:00,14373.505643780623,40772.409,,,,,
2020-01-17 09:00:00,158115.7229859109,34488.481,,,,,
2020-01-17 10:00:00,329049.4490638729,33013.365999999995,,,,,
2020-01-17 11:00:00,389133.11752853845,25926.011,,,,,
2020-01-17 12:00:00,410918.9278544436,17560.709,,,,,
2020-01-17 13:00:00,318280.3858829941,13958.485,,,,,
2020-01-17 14:00:00,165854.93537100748,17665.785,,,,,
2020-01-17 15:00:00,92901.871954086,24350.074,,,,,
2020-01-17 16:00:00,31727.070228529858,23326.417,,,,,
2020-01-17 17:00:00,521.6467454470545,17788.691,,,,,
2020-01-17 18:00:00,47.3996707141166,13070.366,,,,,
2020-01-17 19:00:00,24.494948060614952,7178.097,,,,,
2020-01-17 20:00:00,18.06363054697589,18947.267,,,,,
